inic_edo,nom_edo,Nombre,UltimoGradoEstudios,TipoLegislacion,tipoEleccion,FechaNacimiento,estado,entidad,Reeleccion,Partido,PreparacionAcademica,,,,
mcbm_michoacan,marycarmenbernalmartinez_michoacan,Mary Carmen Bernal Martinez,Licenciatura,Diputada Propietario,Mayoria Relativa,24/08/1984,Michoacan,Distrito:3,SI,PT,Derecho,,,,
matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Mauricio Alonso Toledo Gutierrez,Licenciatura,Diputado Propietario,Representacion proporcional,19/06/1980,Ciudad de Mexico,Circunscripcion:4,SI,PT,Derecho,,,,
mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Maximino Alejandro Candelaria,Secundaria,Diputado Propietario,Representacion proporcional,08/01/1977,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,,,,,
mnfz_coahuila,melbaneliafariaszambrano_coahuila,Melba Nelia Farias Zambrano,Licenciatura,Diputada Propietario,Mayoria Relativa,06/07/1955,Coahuila,Distrito:3,SI,MORENA,Ciencias de la salud,,,,
mvs_sinaloa,meraryvillegassanchez_sinaloa,Merary Villegas Sanchez,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,20/04/1987,Sinaloa,Distrito:7,SI,MORENA,,,,,
mag_puebla,miguelacundogonzalez_puebla,Miguel Acundo Gonzalez,No disponible,Diputado Propietario,Mayoria Relativa,29/09/1961,Puebla,Distrito:1,NO,PES,,,,,
marb_chihuahua,miguelalonsoriggsbaeza_chihuahua,Miguel Alonso Riggs Baeza,Maestría,Diputado Propietario,Mayoria Relativa,27/10/1975,Chihuahua,Distrito:6,SI,PAN,Administración y contaduría,,,,
mach_guanajuato,miguelangelchicoherrera_guanajuato,Miguel Angel Chico Herrera,Licenciatura,Diputado Propietario,Representacion proporcional,17/03/1961,Guanajuato,Circunscripcion:2,SI,MORENA,Derecho,,,,
majmdo_ciudad de mexico,miguelangeljaureguimontesdeoca_ciudad de mexico,Miguel Angel Jauregui Montes de Oca,Licenciatura,Diputado Propietario,Mayoria Relativa,19/02/1975,Ciudad de Mexico,Distrito:3,SI,MORENA,Ciencias políticas y sociales,,,,
mamg_jalisco,miguelangelmarquezgonzalez_jalisco,Miguel Angel Marquez Gonzalez,Licenciatura,Diputado Propietario,Representacion proporcional,21/10/1962,Jalisco,Circunscripcion:1,SI,MORENA,Ciencias políticas y sociales,,,,
mpjv_nayarit,miguelpaveljarerovelazquez_nayarit,Miguel Pavel Jarero Velazquez,Licenciatura,Diputado Propietario,Mayoria Relativa,19/10/1977,Nayarit,Distrito:1,SI,MORENA,Económico-financiera,,,,
mpdls_chiapas,miguelpradodelossantos_chiapas,Miguel Prado de los Santos,Licenciatura,Diputado Propietario,Mayoria Relativa,19/01/1984,Chiapas,Distrito:7,SI,MORENA,Administración y contaduría,,,,
mcav_quintana roo,mildredconcepcionavilavera_quintana roo,Mildred Concepcion Avila Vera,Licenciatura,Diputada Propietario,Mayoria Relativa,05/12/1965,Quintana Roo,Distrito:3,SI,MORENA,Ciencias de la educación,,,,
mcpm_nayarit,miriamcitlallyperezmackintosh_nayarit,Miriam Citlally Perez Mackintosh,Técnico,Diputada Propietario,Representacion proporcional,20/11/1967,Nayarit,Circunscripcion:1,NO,MORENA,,,,,
mzmt_zacatecas,mirnazabeidamaldonadotapia_zacatecas,Mirna Zabeida Maldonado Tapia,Doctorado,Diputada Propietario,Mayoria Relativa,13/05/1969,Zacatecas,Distrito:1,SI,MORENA,Ciencias de la educación,,,,
mcm_mexico,miroslavacarrillomartinez_mexico,Miroslava Carrillo Martinez,Doctorado,Diputada Propietario,Mayoria Relativa,05/05/1973,Mexico,Distrito:34,NO,MORENA,,,,,
msg_coahuila,miroslavasanchezgalvan_coahuila,Miroslava Sanchez Galvan,Licenciatura,Diputada Propietario,Representacion proporcional,10/08/1957,Coahuila,Circunscripcion:2,SI,MORENA,,,,,
miva_nayarit,mirthailianavillalvazoamaya_nayarit,Mirtha Iliana Villalvazo Amaya,Licenciatura,Diputada Propietario,Mayoria Relativa,02/12/1980,Nayarit,Distrito:3,SI,MORENA,,,,,
mimv_puebla,moisesignaciomiervelazco_puebla,Moises Ignacio Mier Velazco,Licenciatura,Diputado Propietario,Representacion proporcional,04/01/1961,Puebla,Circunscripcion:4,SI,MORENA,Administración y contaduría,,,,
mal_jalisco,monicaalmeidalopez_jalisco,Monica Almeida Lopez,Doctorado,Diputada Propietario,Mayoria Relativa,03/04/1970,Jalisco,Distrito:18,NO,PRD,,,,,
mbr_mexico,monicabautistarodriguez_mexico,Monica Bautista Rodriguez,No disponible,Diputada Propietario,Representacion proporcional,13/02/1976,Mexico,Circunscripcion:5,SI,PRD,,,,,
ncrh_mexico,nancyclaudiaresendizhernandez_mexico,Nancy Claudia Resendiz Hernandez,Maestría,Diputada Propietario,Mayoria Relativa,19/12/1977,Mexico,Distrito:41,SI,PES,Derecho,,,,
nysm_sinaloa,nancyyadirasantiagomarcos_sinaloa,Nancy Yadira Santiago Marcos,Licenciatura,Diputada Propietario,Mayoria Relativa,04/05/1980,Sinaloa,Distrito:5,SI,MORENA,,,,,
nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Nayeli Arlen Fernandez Cruz,Maestría,Diputada Propietario,Representacion proporcional,16/01/1984,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
nsb_puebla,nayelisalvatoribojalil_puebla,Nayeli Salvatori Bojalil,Licenciatura,Diputada Propietario,Mayoria Relativa,26/08/1985,Puebla,Distrito:10,SI,PES,,,,,
nmc_puebla,nellymacedacarrera_puebla,Nelly Maceda Carrera,Técnico,Diputada Propietario,Mayoria Relativa,05/02/1979,Puebla,Distrito:14,SI,PT,Ciencias políticas y sociales,,,,
nmcg_mexico,nellyminervacarrascogodinez_mexico,Nelly Carrasco Godinez,Licenciatura,Diputada Propietario,Mayoria Relativa,16/03/1982,Mexico,Distrito:4,SI,MORENA,Otra,,,,
nah_tamaulipas,nohemialemanhernandez_tamaulipas,Nohemi Aleman Hernandez,Maestría,Diputada Propietario,Representacion proporcional,03/02/1982,Tamaulipas,Circunscripcion:2,SI,MORENA,,,,,
narz_veracruz,normaazucenarodriguezzamora_veracruz,Norma Azucena Rodriguez Zamora,Licenciatura,Diputada Propietario,Representacion proporcional,07/02/1986,Veracruz,Circunscripcion:3,NO,PRD,Ingeniería,,,,
ngs_aguascalientes,normaguelsaldivar_aguascalientes,Norma Guel Saldivar,Maestría,Diputada Propietario,Representacion proporcional,24/04/1981,Aguascalientes,Circunscripcion:2,SI,PRI,,,,,
ocm_sinaloa,olegariacarrazcomacias_sinaloa,Olegaria Carrazco Macias,Técnico,Diputada Propietario,Mayoria Relativa,12/04/1960,Sinaloa,Distrito:6,SI,MORENA,Ciencias de la salud,,,,
ojeg_tamaulipas,olgajulianaelizondoguerra_tamaulipas,Olga Juliana Elizondo Guerra,Licenciatura,Diputada Propietario,Mayoria Relativa,21/05/1965,Tamaulipas,Distrito:2,SI,PT,Administración y contaduría,,,,
opsr_tamaulipas,olgapatriciasosaruiz_tamaulipas,Olga Patricia Sosa Ruiz,Maestría,Diputada Propietario,Mayoria Relativa,22/09/1974,Tamaulipas,Distrito:8,SI,PES,,,,,
obv_san luis potosi,oscarbautistavillegas_san luis potosi,Oscar Bautista Villegas,Maestría,Diputado Propietario,Mayoria Relativa,06/02/1964,San Luis Potosi,Distrito:3,SI,PRI,Administración y contaduría,,,,
odmt_morelos,oscardanielmartinezterrazas_morelos,Oscar Daniel Martinez Terrazas,Licenciatura,Diputado Propietario,Representacion proporcional,17/01/1986,Morelos,Circunscripcion:4,SI,PAN,Administración y contaduría,,,,
ogy_mexico,oscargonzalezyanez_mexico,Oscar Gonzalez Yañez,Licenciatura,Diputado Propietario,Mayoria Relativa,06/10/1964,Mexico,Distrito:27,SI,PT,Económico-financiera,,,,
ornm_zacatecas,oscarrafaelnovellamacias_zacatecas,Oscar Rafael Novella Macias,Maestría,Diputado Propietario,Representacion proporcional,12/10/1984,Zacatecas,Circunscripcion:2,SI,MORENA,,,,,
pga_ciudad de mexico,pablogomezalvarez_ciudad de mexico,Pablo Gomez Alvarez,Licenciatura,Diputado Propietario,Mayoria Relativa,21/10/1946,Ciudad de Mexico,Distrito:23,SI,MORENA,Económico-financiera,,,,
pgab_campeche,pabloguillermoangulobriceno_campeche,Pablo Guillermo Angulo Briceño,Maestría,Diputado Propietario,Representacion proporcional,01/08/1990,Campeche,Circunscripcion:3,SI,PRI,Ciencias políticas y sociales,,,,
pta_veracruz,paolatenorioadame_veracruz,Paola Tenorio Adame,No disponible,Diputada Propietario,Mayoria Relativa,20/04/1966,Veracruz,Distrito:19,SI,MORENA,,,,,
pdcdlcd_chiapas,patriciadelcarmendelacruzdelucio_chiapas,Patricia del Carmen De la Cruz Delucio,Primaria,Diputada Propietario,Representacion proporcional,21/06/1971,Chiapas,Circunscripcion:3,SI,MORENA,,,,,
ptb_chihuahua,patriciaterrazasbaca_chihuahua,Patricia Terrazas Baca,Doctorado,Diputada Propietario,Representacion proporcional,26/09/1966,Chihuahua,Circunscripcion:1,SI,PAN,Derecho,,,,
pdas_mexico,pedrodanielabasolosanchez_mexico,Pedro Daniel Abasolo Sanchez,Secundaria,Diputado Propietario,Representacion proporcional,03/02/1991,Mexico,Circunscripcion:5,SI,PT,,,,,
pmzs_mexico,pedromariozentenosantaella_mexico,Pedro Mario Zenteno Santaella,Doctorado,Diputado Propietario,Mayoria Relativa,13/09/1960,Mexico,Distrito:37,NO,MORENA,,,,,
pptv_nuevo leon,pedropablotrevinovillarreal_nuevo leon,Pedro Pablo Treviño Villarreal,Maestría,Diputado Propietario,Representacion proporcional,13/06/1972,Nuevo Leon,Circunscripcion:2,SI,PRI,Ciencias políticas y sociales,,,,
pml_ciudad de mexico,porfiriomunozledo_ciudad de mexico,Porfirio Muñoz Ledo,Doctorado,Diputado Propietario,Representacion proporcional,23/07/1933,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Derecho,,,,
rhv_veracruz,rafaelhernandezvillalpando_veracruz,Rafael Hernandez Villalpando,Maestría,Diputado Propietario,Mayoria Relativa,08/11/1947,Veracruz,Distrito:10,SI,MORENA,Derecho,,,,
rbh_veracruz,raquelbonillaherrera_veracruz,Raquel Bonilla Herrera,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,17/03/1984,Veracruz,Distrito:5,NO,MORENA,Derecho,,,,
resbz_mexico,raulernestosanchezbarraleszavalza_mexico,Raul Ernesto Sanchez Barrales Zavalza,Licenciatura,Diputado Propietario,Mayoria Relativa,19/12/1971,Mexico,Distrito:15,SI,PT,Derecho,,,,
rgg_nuevo leon,raulgraciaguzman_nuevo leon,Raul Gracia Guzman,Licenciatura,Diputado Propietario,Representacion proporcional,20/02/1975,Nuevo Leon,Circunscripcion:2,NO,PAN,Derecho,,,,
rgg_guerrero,raymundogarciagutierrez_guerrero,Raymundo Garcia Gutierrez,Maestría,Diputado Propietario,Mayoria Relativa,04/07/1963,Guerrero,Distrito:6,NO,PRD,,,,,
rsf_michoacan,reginaldosandovalflores_michoacan,Reginaldo Sandoval Flores,Licenciatura,Diputado Propietario,Representacion proporcional,14/05/1967,Michoacan,Circunscripcion:5,SI,PT,Económico-financiera,,,,
rjc_guerrero,renejuarezcisneros_guerrero,Rene Juarez Cisneros,Licenciatura,Diputado Propietario,Representacion proporcional,08/06/1956,Guerrero,Circunscripcion:4,SI,PRI,Económico-financiera,,,,
rcao_michoacan,reynacelesteascencioortega_michoacan,Reyna Celeste Ascencio Ortega,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,05/01/1993,Michoacan,Circunscripcion:5,SI,MORENA,Derecho,,,,
rac_mexico,ricardoaguilarcastillo_mexico,Ricardo Aguilar Castillo,Maestría,Diputado Propietario,Mayoria Relativa,05/08/1970,Mexico,Distrito:1,SI,PRI,Ciencias políticas y sociales,,,,
rdlpm_tabasco,ricardodelapenamarshall_tabasco,Ricardo De la Peña Marshall,Maestría,Diputado Propietario,Mayoria Relativa,17/02/1964,Tabasco,Distrito:6,SI,PES,Humanidades,,,,
rfs_nuevo leon,ricardofloressuarez_nuevo leon,Ricardo Flores Suarez,Licenciatura,Diputado Propietario,Mayoria Relativa,05/08/1977,Nuevo Leon,Distrito:4,NO,PAN,Derecho,,,,
rfez_veracruz,ricardofranciscoexsomezapata_veracruz,Ricardo Francisco Exsome Zapata,Licenciatura,Diputado Propietario,Mayoria Relativa,28/09/1963,Veracruz,Distrito:4,SI,MORENA,Ingeniería,,,,
rge_veracruz,ricardogarciaescalante_veracruz,Ricardo Garcia Escalante,Licenciatura,Diputado Propietario,Mayoria Relativa,02/05/1981,Veracruz,Distrito:1,SI,PAN,Administración y contaduría,,,,
rvg_guanajuato,ricardovillarrealgarcia_guanajuato,Ricardo Villarreal Garcia,Licenciatura,Diputado Propietario,Mayoria Relativa,12/04/1981,Guanajuato,Distrito:2,SI,PAN,Derecho,,,,
radr_mexico,robertoangeldominguezrodriguez_mexico,Roberto Angel Dominguez Rodriguez,Licenciatura,Diputado Propietario,Mayoria Relativa,27/01/1980,Mexico,Distrito:28,SI,MORENA,Derecho,,,,
rarm_chiapas,robertoantoniorubiomontejo_chiapas,Roberto Antonio Rubio Montejo,Licenciatura,Diputado Propietario,Mayoria Relativa,20/04/1977,Chiapas,Distrito:11,SI,PVEM,Derecho,,,,
rbb_ciudad de mexico,rociobarrerabadillo_ciudad de mexico,Rocio Barrera Badillo,Licenciatura,Diputada Propietario,Mayoria Relativa,01/10/1976,Ciudad de Mexico,Distrito:11,SI,MORENA,,,,,
rdpvm_ciudad de mexico,rociodelpilarvillarauzmartinez_ciudad de mexico,Rocio del Pilar Villarauz Martinez,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,12/12/1977,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
rcs_veracruz,rodrigocalderonsalas_veracruz,Rodrigo Calderon Salas,Técnico,Diputado Propietario,Mayoria Relativa,05/04/1958,Veracruz,Distrito:7,NO,MORENA,Administración y contaduría,,,,
rh_yucatan,rogerherve(deceso)aguilarsalazar(protestapendiente)_yucatan,Roger Herve,No disponible,Diputado Propietario,Mayoria Relativa,12/09/1938,Yucatan,Distrito:3,NO,MORENA,,,,,
rlrv_chiapas,roqueluisrabelovelasco_chiapas,Roque Luis Rabelo Velasco,Preparatoria,Diputado Propietario,Mayoria Relativa,12/08/1944,Chiapas,Distrito:4,SI,MORENA,,,,,
rvc_veracruz,rosalbavalenciacruz_veracruz,Rosalba Valencia Cruz,Licenciatura,Diputada Propietario,Representacion proporcional,25/07/1965,Veracruz,Circunscripcion:3,SI,MORENA,Ciencias de la educación,,,,
rdf_oaxaca,rosalindadominguezflores_oaxaca,Rosalinda Dominguez Flores,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,06/09/1970,Oaxaca,Distrito:7,SI,MORENA,Otra,,,,
rcg_guerrero,rubencayetanogarcia_guerrero,Ruben Cayetano Garcia,Licenciatura,Diputado Propietario,Mayoria Relativa,10/08/1969,Guerrero,Distrito:8,NO,MORENA,Derecho,,,,
rimv_coahuila,rubenignaciomoreiravaldez_coahuila,Ruben Ignacio Moreira Valdez,Maestría,Diputado Propietario,Representacion proporcional,18/04/1963,Coahuila,Circunscripcion:2,SI,PRI,Ciencias políticas y sociales,,,,
rta_tlaxcala,rubenteranaguila_tlaxcala,Ruben Teran Aguila,Licenciatura,Diputado Propietario,Mayoria Relativa,09/08/1981,Tlaxcala,Distrito:2,SI,MORENA,Derecho,,,,
rsr_mexico,ruthsalinasreyes_mexico,Ruth Salinas Reyes,Maestría,Diputada Propietario,Representacion proporcional,19/02/1985,Mexico,Circunscripcion:5,SI,MC,Ciencias políticas y sociales,,,,
scm_morelos,samuelcalderonmedina_morelos,Samuel Calderon Medina,Profesor Normalista,Diputado Propietario,Representacion proporcional,27/12/1951,Morelos,Circunscripcion:4,SI,PES,,,,,
shc_zacatecas,samuelherrerachavez_zacatecas,Samuel Herrera Chavez,Maestría,Diputado Propietario,Mayoria Relativa,17/09/1954,Zacatecas,Distrito:4,SI,MORENA,Ciencias políticas y sociales,,,,
spgc_nuevo leon,sandrapaolagonzalezcastaneda_nuevo leon,Sandra Paola Gonzalez Castañeda,Doctorado,Diputada Propietario,Mayoria Relativa,31/03/1979,Nuevo Leon,Distrito:12,SI,MORENA,Derecho,,,,
sgs_nuevo leon,santiagogonzalezsoto_nuevo leon,Santiago Gonzalez Soto,Maestría,Diputado Propietario,Mayoria Relativa,25/06/1961,Nuevo Leon,Distrito:5,SI,PT,Comunicación,,,,
snc_guanajuato,sarainunezceron_guanajuato,Sarai Nuñez Ceron,Maestría,Diputada Propietario,Mayoria Relativa,17/04/1979,Guanajuato,Distrito:12,SI,PAN,Ciencias políticas y sociales,,,,
sab_chihuahua,sebastianaguilerabrenes_chihuahua,Sebastian Aguilera Brenes,Pasante/Licenciatura trunca,Diputado Propietario,Representacion proporcional,10/06/1995,Chihuahua,Circunscripcion:1,NO,MORENA,Derecho,,,,
sfab_guanajuato,sergiofernandoascenciobarba_guanajuato,Sergio Fernando Ascencio Barba,Maestría,Diputado Propietario,Mayoria Relativa,09/12/1977,Guanajuato,Distrito:15,NO,PAN,Otra,,,,
smb_ciudad de mexico,sergiomayerbreton_ciudad de mexico,Sergio Mayer Breton,Licenciatura,Diputado Propietario,Mayoria Relativa,21/05/1966,Ciudad de Mexico,Distrito:6,SI,MORENA,Administración y contaduría,,,,
sph_mexico,sergioperezhernandez_mexico,Sergio Perez Hernandez,Técnico,Diputado Propietario,Representacion proporcional,08/10/1977,Mexico,Circunscripcion:5,SI,MORENA,,,,,
sgu_tlaxcala,silvanogarayulloa_tlaxcala,Silvano Garay Ulloa,Licenciatura,Diputado Propietario,Representacion proporcional,10/02/1959,Tlaxcala,Circunscripcion:4,SI,PT,,,,,
sggg_coahuila,silviaguadalupegarzagalvan_coahuila,Silvia Guadalupe Garza Galvan,Licenciatura,Diputada Propietario,Representacion proporcional,05/07/1962,Coahuila,Circunscripcion:2,SI,PAN,Ciencias,,,,
slva_ciudad de mexico,silvialorenavillavicencioayala_ciudad de mexico,Silvia Lorena Villavicencio Ayala,Licenciatura,Diputada Propietario,Mayoria Relativa,12/06/1964,Ciudad de Mexico,Distrito:16,NO,MORENA,,,,,
sob_hidalgo,simeyolverabautista_hidalgo,Sandra Simey Olvera Bautista,Maestría,Diputada Propietario,Mayoria Relativa,20/08/1983,Hidalgo,Distrito:3,SI,MORENA,Comunicación,,,,
sbj_mexico,socorrobahenajimenez_mexico,Socorro Bahena Jimenez,Secundaria,Diputada Propietario,Representacion proporcional,10/08/1988,Mexico,Circunscripcion:5,SI,MORENA,,,,,
siag_baja california,socorroirmaandazolagomez_baja california,Socorro Irma Andazola Gomez,Licenciatura,Diputada Propietario,Mayoria Relativa,22/09/1964,Baja California,Distrito:4,SI,MORENA,Derecho,,,,
sra_queretaro,soniarochaacosta_queretaro,Sonia Rocha Acosta,Maestría,Diputada Propietario,Mayoria Relativa,30/03/1978,Queretaro,Distrito:1,SI,PAN,Ciencias políticas y sociales,,,,
spm_tabasco,sorayaperezmunguia_tabasco,Soraya Perez Munguia,Maestría,Diputada Propietario,Representacion proporcional,27/09/1977,Tabasco,Circunscripcion:3,SI,PRI,Administración y contaduría,,,,
sbcs_puebla,susanabeatrizcuaxiloaserrano_puebla,Susana Beatriz Cuaxiloa Serrano,Licenciatura,Diputada Propietario,Representacion proporcional,19/01/1952,Puebla,Circunscripcion:4,SI,MORENA,Ciencias de la educación,,,,
scg_mexico,susanacanogonzalez_mexico,Susana Cano Gonzalez,Técnico,Diputada Propietario,Representacion proporcional,02/06/1949,Mexico,Circunscripcion:5,SI,MORENA,Ciencias de la salud,,,,
svgc_aguascalientes,sylviavioletagarfiascedillo_aguascalientes,Sylvia Violeta Garfias Cedillo,Licenciatura,Diputada Propietario,Representacion proporcional,29/03/1975,Aguascalientes,Circunscripcion:2,SI,PAN,Comunicación,,,,
tcc_sinaloa,tatianaclouthiercarrillo_sinaloa,Tatiana Clouthier Carrillo,Licenciatura,Diputada Propietario,Representacion proporcional,12/08/1964,Sinaloa,Circunscripcion:1,NO,MORENA,,,,,
tmgc_oaxaca,teofilomanuelgarciacorpus_oaxaca,Teofilo Manuel Garcia Corpus,Maestría,Diputado Propietario,Representacion proporcional,06/02/1958,Oaxaca,Circunscripcion:3,SI,MORENA,Derecho,,,,
tbc_tabasco,teresaburelocortazar_tabasco,Teresa Burelo Cortazar,Técnico,Diputada Propietario,Mayoria Relativa,01/03/1956,Tabasco,Distrito:2,NO,MORENA,Administración y contaduría,,,,
tdjvm_chihuahua,teresitadejesusvargasmeraz_chihuahua,Teresita de Jesus Vargas Meraz,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,16/12/1989,Chihuahua,Distrito:2,SI,MORENA,Derecho,,,,
ugs_chihuahua,ulisesgarciasoto_chihuahua,Ulises Garcia Soto,Licenciatura,Diputado Propietario,Mayoria Relativa,29/03/1987,Chihuahua,Distrito:4,SI,MORENA,Psicología,,,,
ums_mexico,ulisesmurguiasoto_mexico,Ulises Murguia Soto,Licenciatura,Diputado Propietario,Mayoria Relativa,09/07/1963,Mexico,Distrito:19,SI,MORENA,Administración y contaduría,,,,
vrl_veracruz,valentinreyeslopez_veracruz,Valentin Reyes Lopez,No disponible,Diputado Propietario,Mayoria Relativa,13/02/1952,Veracruz,Distrito:17,SI,MORENA,,,,,
vbjp_jalisco,veronicabeatrizjuarezpina_jalisco,Veronica Beatriz Juarez Piña,Licenciatura,Diputada Propietario,Representacion proporcional,28/09/1971,Jalisco,Circunscripcion:1,SI,PRD,Derecho,,,,
vmsr_puebla,veronicamariasobradorodriguez_puebla,Veronica Maria Sobrado Rodriguez,Licenciatura,Diputada Propietario,Representacion proporcional,07/03/1970,Puebla,Circunscripcion:4,SI,PAN,Ciencias políticas y sociales,,,,
vrc_jalisco,veronicaramoscruz_jalisco,Veronica Ramos Cruz,Técnico,Diputada Propietario,Representacion proporcional,01/05/1985,Jalisco,Circunscripcion:1,SI,MORENA,,,,,
vaov_mexico,vicentealbertoonofrevazquez_mexico,Vicente Alberto Onofre Vazquez,Maestría,Diputado Propietario,Mayoria Relativa,06/04/1969,Mexico,Distrito:33,SI,MORENA,Derecho,,,,
vjvo_tamaulipas,vicentejavierverasteguiostos_tamaulipas,Vicente Javier Verastegui Ostos,Licenciatura,Diputado Propietario,Mayoria Relativa,03/09/1963,Tamaulipas,Distrito:6,SI,PAN,Ingeniería,,,,
vamw_guerrero,victoradolfomojicawences_guerrero,Victor Adolfo Mojica Wences,Licenciatura,Diputado Propietario,Mayoria Relativa,24/03/1958,Guerrero,Distrito:1,SI,MORENA,Ciencias de la salud,,,,
vbl_oaxaca,victorblaslopez_oaxaca,Victor Blas Lopez,Licenciatura,Diputado Propietario,Representacion proporcional,09/08/1965,Oaxaca,Circunscripcion:3,SI,MORENA,Ingeniería,,,,
vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Victor Gabriel Varela Lopez,Preparatoria,Diputado Propietario,Mayoria Relativa,20/04/1973,Ciudad de Mexico,Distrito:22,SI,MORENA,,,,,
vmpd_nuevo leon,victormanuelperezdiaz_nuevo leon,Victor Manuel Perez Diaz,Maestría,Diputado Propietario,Representacion proporcional,01/06/1969,Nuevo Leon,Circunscripcion:2,SI,PAN,,,,,
vmg_oaxaca,virginiamerinogarcia_oaxaca,Virginia Merino Garcia,Secundaria,Diputada Propietario,Representacion proporcional,11/01/1986,Oaxaca,Circunscripcion:3,SI,MORENA,,,,,
xaz_san luis potosi,xavierazuarazuniga_san luis potosi,Xavier Azuara Zuñiga,Licenciatura,Diputado Propietario,Representacion proporcional,16/09/1979,San Luis Potosi,Circunscripcion:2,SI,PAN,Administración y contaduría,,,,
xpdlm_colima,ximenapuentedelamora_colima,Ximena Puente De La Mora,Doctorado,Diputada Propietario,Representacion proporcional,12/03/1977,Colima,Circunscripcion:5,SI,PRI,Derecho,,,,
xnzr_mexico,xochitlnashiellyzagalramirez_mexico,Xochitl Nashielly Zagal Ramirez,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,28/05/1990,Mexico,Distrito:7,SI,MORENA,,,,,
ygb_michoacan,yolandaguerrerobarrera_michoacan,Yolanda Guerrero Barrera,Licenciatura,Diputada Propietario,Mayoria Relativa,21/02/1964,Michoacan,Distrito:5,SI,MORENA,Administración y contaduría,,,,
zov_veracruz,zairaochoavaldivia_veracruz,Zaira Ochoa Valdivia,Maestría,Diputada Propietario,Representacion proporcional,05/03/1973,Veracruz,Circunscripcion:3,SI,MORENA,Ciencias políticas y sociales,,,,
zara_chiapas,zoealejandrorobledoaburto_chiapas,Zoe Alejandro Robledo Aburto,Licenciatura,Diputado Propietario,Mayoria Relativa,09/01/1979,Chiapas,Distrito:6,NO,MORENA,,,,,
