inic_edo,nom_edo,Nombre,tipo_elec,FechaNacimiento,edo,ent,Tipo de elección,Reeleccion,Partido
spgc_nuevo leon,sandrapaolagonzalezcastaneda_nuevo leon,Sandra Paola Gonzalez Castañeda,Mayoria Relativa,1979-03-31,Nuevo Leon,Distrito:12,Mayoría relativa,SI,MORENA
sgs_nuevo leon,santiagogonzalezsoto_nuevo leon,Santiago Gonzalez Soto,Mayoria Relativa,1961-06-25,Nuevo Leon,Distrito:5,Mayoría relativa,SI,PT
snc_guanajuato,sarainunezceron_guanajuato,Sarai Nuñez Ceron,Mayoria Relativa,1979-04-17,Guanajuato,Distrito:12,Mayoría relativa,SI,PAN
sab_chihuahua,sebastianaguilerabrenes_chihuahua,Sebastian Aguilera Brenes,Representacion proporcional,1995-06-10,Chihuahua,Circunscripcion:1,,NO,MORENA
sfab_guanajuato,sergiofernandoascenciobarba_guanajuato,Sergio Fernando Ascencio Barba,Mayoria Relativa,1977-12-09,Guanajuato,Distrito:15,,NO,PAN
smb_ciudad de mexico,sergiomayerbreton_ciudad de mexico,Sergio Mayer Breton,Mayoria Relativa,1966-05-21,Ciudad de Mexico,Distrito:6,Mayoría relativa,SI,MORENA
sph_mexico,sergioperezhernandez_mexico,Sergio Perez Hernandez,Representacion proporcional,1977-10-08,Mexico,Circunscripcion:5,Representación proporcional,SI,MORENA
sgu_tlaxcala,silvanogarayulloa_tlaxcala,Silvano Garay Ulloa,Representacion proporcional,1959-02-10,Tlaxcala,Circunscripcion:4,Representación proporcional,SI,PT
sggg_coahuila,silviaguadalupegarzagalvan_coahuila,Silvia Guadalupe Garza Galvan,Representacion proporcional,1962-07-05,Coahuila,Circunscripcion:2,Representación proporcional,SI,PAN
slva_ciudad de mexico,silvialorenavillavicencioayala_ciudad de mexico,Silvia Lorena Villavicencio Ayala,Mayoria Relativa,1964-06-12,Ciudad de Mexico,Distrito:16,,NO,MORENA
sob_hidalgo,simeyolverabautista_hidalgo,Sandra Simey Olvera Bautista,Mayoria Relativa,1983-08-20,Hidalgo,Distrito:3,Mayoría relativa,SI,MORENA
sbj_mexico,socorrobahenajimenez_mexico,Socorro Bahena Jimenez,Representacion proporcional,1988-08-10,Mexico,Circunscripcion:5,Representación proporcional,SI,MORENA
siag_baja california,socorroirmaandazolagomez_baja california,Socorro Irma Andazola Gomez,Mayoria Relativa,1964-09-22,Baja California,Distrito:4,Mayoría relativa,SI,MORENA
sra_queretaro,soniarochaacosta_queretaro,Sonia Rocha Acosta,Mayoria Relativa,1978-03-30,Queretaro,Distrito:1,Mayoría relativa,SI,PAN
spm_tabasco,sorayaperezmunguia_tabasco,Soraya Perez Munguia,Representacion proporcional,1977-09-27,Tabasco,Circunscripcion:3,Representación proporcional,SI,PRI
sbcs_puebla,susanabeatrizcuaxiloaserrano_puebla,Susana Beatriz Cuaxiloa Serrano,Representacion proporcional,1952-01-19,Puebla,Circunscripcion:4,Representación proporcional,SI,MORENA
scg_mexico,susanacanogonzalez_mexico,Susana Cano Gonzalez,Representacion proporcional,1949-06-02,Mexico,Circunscripcion:5,Representación proporcional,SI,MORENA
svgc_aguascalientes,sylviavioletagarfiascedillo_aguascalientes,Sylvia Violeta Garfias Cedillo,Representacion proporcional,1975-03-29,Aguascalientes,Circunscripcion:2,Representación proporcional,SI,PAN
tcc_sinaloa,tatianaclouthiercarrillo_sinaloa,Tatiana Clouthier Carrillo,Representacion proporcional,1964-08-12,Sinaloa,Circunscripcion:1,,NO,MORENA
tmgc_oaxaca,teofilomanuelgarciacorpus_oaxaca,Teofilo Manuel Garcia Corpus,Representacion proporcional,1958-02-06,Oaxaca,Circunscripcion:3,Representación proporcional,SI,MORENA
tbc_tabasco,teresaburelocortazar_tabasco,Teresa Burelo Cortazar,Mayoria Relativa,1956-03-01,Tabasco,Distrito:2,,NO,MORENA
tdjvm_chihuahua,teresitadejesusvargasmeraz_chihuahua,Teresita de Jesus Vargas Meraz,Mayoria Relativa,1989-12-16,Chihuahua,Distrito:2,Mayoría relativa,SI,MORENA
ugs_chihuahua,ulisesgarciasoto_chihuahua,Ulises Garcia Soto,Mayoria Relativa,1987-03-29,Chihuahua,Distrito:4,Mayoría relativa,SI,MORENA
ums_mexico,ulisesmurguiasoto_mexico,Ulises Murguia Soto,Mayoria Relativa,1963-07-09,Mexico,Distrito:19,Mayoría relativa,SI,MORENA
vrl_veracruz,valentinreyeslopez_veracruz,Valentin Reyes Lopez,Mayoria Relativa,1952-02-13,Veracruz,Distrito:17,Mayoría relativa,SI,MORENA
vbjp_jalisco,veronicabeatrizjuarezpina_jalisco,Veronica Beatriz Juarez Piña,Representacion proporcional,1971-09-28,Jalisco,Circunscripcion:1,Representación proporcional,SI,PRD
vmsr_puebla,veronicamariasobradorodriguez_puebla,Veronica Maria Sobrado Rodriguez,Representacion proporcional,1970-03-07,Puebla,Circunscripcion:4,Representación proporcional,SI,PAN
vrc_jalisco,veronicaramoscruz_jalisco,Veronica Ramos Cruz,Representacion proporcional,1985-05-01,Jalisco,Circunscripcion:1,Representación proporcional,SI,MORENA
vaov_mexico,vicentealbertoonofrevazquez_mexico,Vicente Alberto Onofre Vazquez,Mayoria Relativa,1969-04-06,Mexico,Distrito:33,Mayoría relativa,SI,MORENA
vjvo_tamaulipas,vicentejavierverasteguiostos_tamaulipas,Vicente Javier Verastegui Ostos,Mayoria Relativa,1963-09-03,Tamaulipas,Distrito:6,Mayoría relativa,SI,PAN
vamw_guerrero,victoradolfomojicawences_guerrero,Victor Adolfo Mojica Wences,Mayoria Relativa,1958-03-24,Guerrero,Distrito:1,Mayoría relativa,SI,MORENA
vbl_oaxaca,victorblaslopez_oaxaca,Victor Blas Lopez,Representacion proporcional,1965-08-09,Oaxaca,Circunscripcion:3,Representación proporcional,SI,MORENA
vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Victor Gabriel Varela Lopez,Mayoria Relativa,1973-04-20,Ciudad de Mexico,Distrito:22,Mayoría relativa,SI,MORENA
vmpd_nuevo leon,victormanuelperezdiaz_nuevo leon,Victor Manuel Perez Diaz,Representacion proporcional,1969-06-01,Nuevo Leon,Circunscripcion:2,Representación proporcional,SI,PAN
vmg_oaxaca,virginiamerinogarcia_oaxaca,Virginia Merino Garcia,Representacion proporcional,1986-01-11,Oaxaca,Circunscripcion:3,Representación proporcional,SI,MORENA
xaz_san luis potosi,xavierazuarazuniga_san luis potosi,Xavier Azuara Zuñiga,Representacion proporcional,1979-09-16,San Luis Potosi,Circunscripcion:2,Representación proporcional,SI,PAN
xpdlm_colima,ximenapuentedelamora_colima,Ximena Puente De La Mora,Representacion proporcional,1977-03-12,Colima,Circunscripcion:5,Representación proporcional,SI,PRI
xnzr_mexico,xochitlnashiellyzagalramirez_mexico,Xochitl Nashielly Zagal Ramirez,Mayoria Relativa,1990-05-28,Mexico,Distrito:7,Mayoría relativa,SI,MORENA
ygb_michoacan,yolandaguerrerobarrera_michoacan,Yolanda Guerrero Barrera,Mayoria Relativa,1964-02-21,Michoacan,Distrito:5,Mayoría relativa,SI,MORENA
zov_veracruz,zairaochoavaldivia_veracruz,Zaira Ochoa Valdivia,Representacion proporcional,1973-03-05,Veracruz,Circunscripcion:3,Representación proporcional,SI,MORENA
zara_chiapas,zoealejandrorobledoaburto_chiapas,Zoe Alejandro Robledo Aburto,Mayoria Relativa,1979-01-09,Chiapas,Distrito:6,,NO,MORENA
