inic_edo,nom_edo,nombre,tipo_elec,FechaNacimiento,suplente,edo,ent
fjln_aguascalientes,franciscojavierluevanonunez_aguascalientes,Dip. Francisco Javier Luevano Nunez,Mayoria Relativa,1979-07-01,Gustavo Armendariz Viramontes,Aguascalientes,Distrito:1
eltd_aguascalientes,elbalorenatorresdiaz_aguascalientes,Dip. Elba Lorena Torres Diaz (LICENCIA),Mayoria Relativa,1977-03-15,Haydee Hernandez Munoz,Aguascalientes,Distrito:2
mege_aguascalientes,marthaelisagonzalezestrada_aguascalientes,Dip. Martha Elisa Gonzalez Estrada (LICENCIA),Mayoria Relativa,1977-01-29,Claudia Patricia Torres Lopez(en funciones),Aguascalientes,Distrito:3
jsmm_baja california,jesussalvadorminormora_baja california,Dip. Jesus Salvador Minor Mora,Mayoria Relativa,1951-06-01,Juan Melendrez Espinoza,Baja California,Distrito:1
mdpao_baja california,marinadelpilaravilaolmeda_baja california,Dip. Marina del Pilar Avila Olmeda (LICENCIA),Mayoria Relativa,1985-10-19,Martha Lizeth Noriega Galaz(en funciones),Baja California,Distrito:2
arl_baja california,armandoreyesledesma_baja california,Dip. Armando Reyes Ledesma,Mayoria Relativa,1972-04-10,Christian Hiram Dunn Fitch,Baja California,Distrito:3
siag_baja california,socorroirmaandazolagomez_baja california,Dip. Socorro Irma Andazola Gomez,Mayoria Relativa,1964-09-22,Carlota Lara Guzman,Baja California,Distrito:4
mimg_baja california,marioismaelmorenogil_baja california,Dip. Mario Ismael Moreno Gil,Mayoria Relativa,1948-06-17,Luis Javier Algorri Franco,Baja California,Distrito:5
jjcp_baja california,javierjuliancastanedapomposo_baja california,Dip. Javier Julian Castaneda Pomposo (LICENCIA),Mayoria Relativa,1967-10-07,Erwin Jorge Areizaga Uribe(en funciones),Baja California,Distrito:6
eime_baja california,erikisaacmoraleselvira_baja california,Dip. Erik Isaac Morales Elvira,Mayoria Relativa,1976-09-01,Armando Teran Corella,Baja California,Distrito:7
hrca_baja california,hectorrenecruzaparicio_baja california,Dip. Hector Rene Cruz Aparicio (LICENCIA),Mayoria Relativa,1982-12-27,Alfredo Rivas Aispuro(en funciones),Baja California,Distrito:8
argg_baja california sur,anaruthgarciagrande_baja california sur,Dip. Ana Ruth Garcia Grande,Mayoria Relativa,1971-05-30,Yolanda Jimenez Espinoza,Baja California Sur,Distrito:1
apd_baja california sur,alfredoporrasdominguez_baja california sur,Dip. Alfredo Porras Dominguez,Mayoria Relativa,1957-02-21,Marco Antonio Cesena Sandoval,Baja California Sur,Distrito:2
cema_campeche,carlosenriquemartinezake_campeche,Dip. Carlos Enrique Martinez Ake,Mayoria Relativa,1977-04-25,Daniel Jesus Gomez Vargas,Campeche,Distrito:1
idcbd_campeche,irasemadelcarmenbuenfildiaz_campeche,Dip. Irasema del Carmen Buenfil Diaz,Mayoria Relativa,1958-08-22,Azalia del Carmen Kuri Garcia,Campeche,Distrito:2
evdci_ciudad de mexico,erikavanessadelcastilloibarra_ciudad de mexico,Dip. Erika Vanessa Del Castillo Ibarra,Mayoria Relativa,1978-06-10,Veronica Bustamante Martinez,Ciudad de Mexico,Distrito:1
age_ciudad de mexico,armandogonzalezescoto_ciudad de mexico,Dip. Armando Gonzalez Escoto,Mayoria Relativa,1967-08-27,Juan Javier Calva Hernandez,Ciudad de Mexico,Distrito:2
majmdo_ciudad de mexico,miguelangeljaureguimontesdeoca_ciudad de mexico,Dip. Miguel Angel Jauregui Montes de Oca,Mayoria Relativa,1975-02-19,Gerardo Vallejo Rodriguez,Ciudad de Mexico,Distrito:3
gfn_ciudad de mexico,gerardofernandeznorona_ciudad de mexico,Dip. Gerardo Fernandez Norona,Mayoria Relativa,1960-03-19,Balfre Vargas Cortez,Ciudad de Mexico,Distrito:4
clr_ciudad de mexico,claudialopezrayon_ciudad de mexico,Dip. Claudia Lopez Rayon,Mayoria Relativa,1973-04-22,Gabriela Romero Martinez,Ciudad de Mexico,Distrito:5
smb_ciudad de mexico,sergiomayerbreton_ciudad de mexico,Dip. Sergio Mayer Breton,Mayoria Relativa,1966-05-21,Oscar Bernache Dominguez,Ciudad de Mexico,Distrito:6
brm_ciudad de mexico,beatrizrojasmartinez_ciudad de mexico,Dip. Beatriz Rojas Martinez,Mayoria Relativa,1966-12-21,Erika Nayat Montes Casillas,Ciudad de Mexico,Distrito:7
mr_ciudad de mexico,mariarosete_ciudad de mexico,Dip. Maria Rosete,Mayoria Relativa,1960-03-12,Eloisa Micaela Montano Covarrubias,Ciudad de Mexico,Distrito:8
amgedlmg_ciudad de mexico,adrianamariaguadalupeespinosadelosmonterosgarcia_ciudad de mexico,Dip. Adriana Maria Guadalupe Espinosa de los Monteros Garcia,Mayoria Relativa,1972-12-11,Mariela Santos Rojo,Ciudad de Mexico,Distrito:9
jahp_ciudad de mexico,javierarielhidalgoponce_ciudad de mexico,Dip. Javier Ariel Hidalgo Ponce,Mayoria Relativa,1960-05-14,Luis Daniel Reyes Amezaga,Ciudad de Mexico,Distrito:10
rbb_ciudad de mexico,rociobarrerabadillo_ciudad de mexico,Dip. Rocio Barrera Badillo (LICENCIA),Mayoria Relativa,1976-10-01,Maria Martha Garcia Flores,Ciudad de Mexico,Distrito:11
dpl_ciudad de mexico,dolorespadiernaluna_ciudad de mexico,Dip. Dolores Padierna Luna,Mayoria Relativa,1958-05-08,Montserrat Navarro Perez,Ciudad de Mexico,Distrito:12
mdc_ciudad de mexico,mariodelgadocarrillo_ciudad de mexico,Dip. Mario Delgado Carrillo (LICENCIA),Mayoria Relativa,1972-06-17,Oscar Eugenio Gutierrez Camacho(en funciones),Ciudad de Mexico,Distrito:13
arc_ciudad de mexico,alfonsoramirezcuellar_ciudad de mexico,Dip. Alfonso Ramirez Cuellar,Mayoria Relativa,1959-06-14,Javier Uriel Aguirre Valenciana,Ciudad de Mexico,Distrito:14
lama_ciudad de mexico,luisalbertomendozaacevedo_ciudad de mexico,Dip. Luis Alberto Mendoza Acevedo,Mayoria Relativa,1980-01-12,Victor Manuel Mendoza Acevedo,Ciudad de Mexico,Distrito:15
slva_ciudad de mexico,silvialorenavillavicencioayala_ciudad de mexico,Dip. Silvia Lorena Villavicencio Ayala,Mayoria Relativa,1964-06-12,Alicia Torres San Juan,Ciudad de Mexico,Distrito:16
fjsc_ciudad de mexico,franciscojaviersaldivarcamacho_ciudad de mexico,Dip. Francisco Javier Saldivar Camacho,Mayoria Relativa,1967-03-12,Andres Amador Navarro,Ciudad de Mexico,Distrito:17
amrr_ciudad de mexico,anamariarodriguezruiz_ciudad de mexico,Dip. Ana Maria Rodriguez Ruiz,Mayoria Relativa,1962-07-23,Maria del Rosario Rojas Martinez,Ciudad de Mexico,Distrito:18
aar_ciudad de mexico,aleidaalavezruiz_ciudad de mexico,Dip. Aleida Alavez Ruiz,Mayoria Relativa,1974-01-10,Maria Concepcion Franco Rodriguez,Ciudad de Mexico,Distrito:19
akrp_ciudad de mexico,anakarinarojopimentel_ciudad de mexico,Dip. Ana Karina Rojo Pimentel,Mayoria Relativa,1976-11-28,Maribel Flores Garcia,Ciudad de Mexico,Distrito:20
fimm_ciudad de mexico,florivonemoralesmiranda_ciudad de mexico,Dip. Flor Ivone Morales Miranda (LICENCIA),Mayoria Relativa,1968-10-05,Karen Ivette Audiffred Fernandez(en funciones),Ciudad de Mexico,Distrito:21
vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Dip. Victor Gabriel Varela Lopez,Mayoria Relativa,1973-04-20,Salvador Montes Villalba,Ciudad de Mexico,Distrito:22
pga_ciudad de mexico,pablogomezalvarez_ciudad de mexico,Dip. Pablo Gomez Alvarez,Mayoria Relativa,1946-10-21,Sandino Luna Almeida,Ciudad de Mexico,Distrito:23
grs_ciudad de mexico,guadaluperamossotelo_ciudad de mexico,Dip. Guadalupe Ramos Sotelo,Mayoria Relativa,1974-02-01,Lucero Ramirez Ramirez,Ciudad de Mexico,Distrito:24
elpr_coahuila,evaristoleninperezrivera_coahuila,Dip. Evaristo Lenin Perez Rivera,Mayoria Relativa,1966-10-28,Sergio Borja Castillo,Coahuila,Distrito:1
fjba_coahuila,franciscojavierborregoadame_coahuila,Dip. Francisco Javier Borrego Adame,Mayoria Relativa,1954-12-27,Jorge Arturo Valdes Flores,Coahuila,Distrito:2
mnfz_coahuila,melbaneliafariaszambrano_coahuila,Dip. Melba Nelia Farias Zambrano,Mayoria Relativa,1955-07-06,Angelica Ledesma Mesta,Coahuila,Distrito:3
mhgc_coahuila,marthahortenciagaraycadena_coahuila,Dip. Martha Hortencia Garay Cadena,Mayoria Relativa,1955-04-03,Cynthia del Carmen Molano Serna,Coahuila,Distrito:4
lfsf_coahuila,luisfernandosalazarfernandez_coahuila,Dip. Luis Fernando Salazar Fernandez (LICENCIA),Mayoria Relativa,1977-11-18,Ulises Guadalupe Hernandez Torres,Coahuila,Distrito:5
japh_coahuila,joseangelperezhernandez_coahuila,Dip. Jose Angel Perez Hernandez (LICENCIA),Mayoria Relativa,1958-03-01,Jesus Gerardo Puentes Balderas(en funciones),Coahuila,Distrito:6
fddlfh_coahuila,fernandodonatodelasfuenteshernandez_coahuila,Dip. Fernando Donato De las Fuentes Hernandez (LICENCIA),Mayoria Relativa,1960-08-07,Sergio Armando Sisbeles Alvarado(en funciones),Coahuila,Distrito:7
cvycyc_colima,claudiavaleriayanezcentenoycabrera_colima,Dip. Claudia Valeria Yanez Centeno y Cabrera (LICENCIA),Mayoria Relativa,1959-05-02,Sara Rizzo Garcia(en funciones),Colima,Distrito:1
ivs_colima,indiravizcainosilva_colima,Dip. Indira Vizcaino Silva (LICENCIA),Mayoria Relativa,1987-01-14,Rosa Maria Bayardo Cabrera(en funciones),Colima,Distrito:2
mdcon_chiapas,manueladelcarmenobradornarvaez_chiapas,Dip. Manuela del Carmen Obrador Narvaez,Mayoria Relativa,1971-06-12,Rebeca Arcos Sanchez,Chiapas,Distrito:1
hpm_chiapas,humbertopedreromoreno_chiapas,Dip. Humberto Pedrero Moreno (LICENCIA),Mayoria Relativa,1986-05-26,Alfredo Antonio Gordillo Moreno(en funciones),Chiapas,Distrito:2
avv_chiapas,alfredovazquezvazquez_chiapas,Dip. Alfredo Vazquez Vazquez (LICENCIA),Mayoria Relativa,1981-01-27,Manuel Torres Hernandez(en funciones),Chiapas,Distrito:3
rlrv_chiapas,roqueluisrabelovelasco_chiapas,Dip. Roque Luis Rabelo Velasco,Mayoria Relativa,1944-08-12,Fidencio Castanon Reyes,Chiapas,Distrito:4
cmdg_chiapas,clementinamartadekkergomez_chiapas,Dip. Clementina Marta Dekker Gomez,Mayoria Relativa,1973-04-10,Flor de Maria Gonzalez Perez,Chiapas,Distrito:5
zara_chiapas,zoealejandrorobledoaburto_chiapas,Dip. Zoe Alejandro Robledo Aburto (LICENCIA),Mayoria Relativa,1979-01-09,Raul Eduardo Bonifaz Moedano(en funciones),Chiapas,Distrito:6
mpdls_chiapas,miguelpradodelossantos_chiapas,Dip. Miguel Prado de los Santos,Mayoria Relativa,1984-01-19,Gonzalo de Jesus Moguel Rincon,Chiapas,Distrito:7
mrjp_chiapas,mariaroseliajimenezperez_chiapas,Dip. Maria Roselia Jimenez Perez,Mayoria Relativa,1959-08-30,Sonia Edith Arevalo Flores,Chiapas,Distrito:8
laam_chiapas,leticiaarlettaguilarmolina_chiapas,Dip. Leticia Arlett Aguilar Molina,Mayoria Relativa,1958-03-01,Liliana Garcia Albores,Chiapas,Distrito:9
jefe_chiapas,juanenriquefarreraesponda_chiapas,Dip. Juan Enrique Farrera Esponda,Mayoria Relativa,1967-03-21,Alvaro Chanona Borges,Chiapas,Distrito:10
rarm_chiapas,robertoantoniorubiomontejo_chiapas,Dip. Roberto Antonio Rubio Montejo,Mayoria Relativa,1977-04-20,Rogelio Rayo Martinez,Chiapas,Distrito:11
jlef_chiapas,joseluiselorzaflores_chiapas,Dip. Jose Luis Elorza Flores,Mayoria Relativa,1973-04-28,Jose Alberto de Sancristobal Leon,Chiapas,Distrito:12
mrg_chiapas,maricruzroblerogordillo_chiapas,Dip. Maricruz Roblero Gordillo,Mayoria Relativa,1966-10-26,Gladys Mejia Rodriguez,Chiapas,Distrito:13
memc_chihuahua,mariaesthermejiacruz_chihuahua,Dip. Maria Esther Mejia Cruz,Mayoria Relativa,1956-07-08,Elizabeth Guzman Argueta,Chihuahua,Distrito:1
tdjvm_chihuahua,teresitadejesusvargasmeraz_chihuahua,Dip. Teresita de Jesus Vargas Meraz,Mayoria Relativa,1989-12-16,Yalia Naharai Romero Chavez,Chihuahua,Distrito:2
celm_chihuahua,claudiaelenalastramunoz_chihuahua,Dip. Claudia Elena Lastra Munoz,Mayoria Relativa,1971-01-13,Daniela Beatriz Cabrera Fernandez,Chihuahua,Distrito:3
ugs_chihuahua,ulisesgarciasoto_chihuahua,Dip. Ulises Garcia Soto,Mayoria Relativa,1987-03-29,Cesar Omar Pena Ibarbol,Chihuahua,Distrito:4
mmc_chihuahua,mariomatacarrasco_chihuahua,Dip. Mario Mata Carrasco,Mayoria Relativa,1962-03-20,Luis Carlos Gonzalez Nunez,Chihuahua,Distrito:5
marb_chihuahua,miguelalonsoriggsbaeza_chihuahua,Dip. Miguel Alonso Riggs Baeza,Mayoria Relativa,1975-10-27,Jaime Ricardo Fernandez Horcasitas,Chihuahua,Distrito:6
erg_chihuahua,eracliorodriguezgomez_chihuahua,Dip. Eraclio Rodriguez Gomez,Mayoria Relativa,1961-01-04,Luis Armando Dominguez Prado,Chihuahua,Distrito:7
ajfs_chihuahua,alanjesusfalomirsaenz_chihuahua,Dip. Alan Jesus Falomir Saenz,Mayoria Relativa,1981-02-23,Eduardo Humberto Gameros Gardea,Chihuahua,Distrito:8
mdlagv_chihuahua,mariadelosangelesgutierrezvaldez_chihuahua,Dip. Maria de los Angeles Gutierrez Valdez (LICENCIA),Mayoria Relativa,1962-03-08,Sinai del Rocio Sanchez Huerta(en funciones),Chihuahua,Distrito:9
mogv_durango,marthaoliviagarciavidana_durango,Dip. Martha Olivia Garcia Vidana,Mayoria Relativa,1969-05-04,Maria Ernestina Sarmiento Guevara,Durango,Distrito:1
amvr_durango,almamarinavitelarodriguez_durango,Dip. Alma Marina Vitela Rodriguez (LICENCIA),Mayoria Relativa,1965-12-26,Maria de Lourdes Montes Hernandez(en funciones),Durango,Distrito:2
mac_durango,maribelaguilerachairez_durango,Dip. Maribel Aguilera Chairez,Mayoria Relativa,1977-12-20,Martha Alicia Arreola Martinez,Durango,Distrito:3
hpon_durango,hildapatriciaorteganajera_durango,Dip. Hilda Patricia Ortega Najera,Mayoria Relativa,1966-08-10,Lidia Beatriz Herrera Romero,Durango,Distrito:4
arv_guanajuato,arielrodriguezvazquez_guanajuato,Dip. Ariel Rodriguez Vazquez,Mayoria Relativa,1972-11-01,Pedro Arredondo Munoz,Guanajuato,Distrito:1
rvg_guanajuato,ricardovillarrealgarcia_guanajuato,Dip. Ricardo Villarreal Garcia,Mayoria Relativa,1981-04-12,Osvaldo Garcia Arteaga,Guanajuato,Distrito:2
mdlaad_guanajuato,ma.delosangelesayaladiaz_guanajuato,Dip. Ma. de los Angeles Ayala Diaz,Mayoria Relativa,1963-08-02,Blanca Marcia Chacon Hernandez,Guanajuato,Distrito:3
jcrh_guanajuato,juancarlosromerohicks_guanajuato,Dip. Juan Carlos Romero Hicks,Mayoria Relativa,1955-12-10,Jose Ricardo Narvaez Martinez,Guanajuato,Distrito:4
ejrb_guanajuato,ectorjaimeramirezbarba_guanajuato,Dip. Ector Jaime Ramirez Barba,Mayoria Relativa,1956-12-01,Ismael Sanchez Hernandez,Guanajuato,Distrito:5
mdpom_guanajuato,ma.delpilarortegamartinez_guanajuato,Dip. Ma. del Pilar Ortega Martinez,Mayoria Relativa,1968-06-29,Adriana Alejandra Del Rio Hinojosa,Guanajuato,Distrito:6
kmgm_guanajuato,karenmichelgonzalezmarquez_guanajuato,Dip. Karen Michel Gonzalez Marquez,Mayoria Relativa,1988-01-21,Lucia Mendez Navarro,Guanajuato,Distrito:7
jear_guanajuato,justinoeugenioarriagarojas_guanajuato,Dip. Justino Eugenio Arriaga Rojas,Mayoria Relativa,1979-09-20,Cesar Raymundo Gomez Garcia,Guanajuato,Distrito:8
jmmc_guanajuato,janetmelaniemurillochavez_guanajuato,Dip. Janet Melanie Murillo Chavez,Mayoria Relativa,1981-08-02,Susana Bermudez Cano,Guanajuato,Distrito:9
lvz_guanajuato,liliavillafuertezavala_guanajuato,Dip. Lilia Villafuerte Zavala,Mayoria Relativa,1963-04-19,Adriana Bustos Rodriguez,Guanajuato,Distrito:10
jaeg_guanajuato,jorgearturoespadasgalvan_guanajuato,Dip. Jorge Arturo Espadas Galvan,Mayoria Relativa,1975-09-08,Marco Antonio Hernandez Arellano,Guanajuato,Distrito:11
snc_guanajuato,sarainunezceron_guanajuato,Dip. Sarai Nunez Ceron,Mayoria Relativa,1979-04-17,Maria Eugenia Mosqueda Nieto,Guanajuato,Distrito:12
erc_guanajuato,emmanuelreyescarmona_guanajuato,Dip. Emmanuel Reyes Carmona,Mayoria Relativa,1987-06-29,Ramiro Zaragoza Ramirez,Guanajuato,Distrito:13
meler_guanajuato,ma.eugenialeticiaespinosarivas_guanajuato,Dip. Ma. Eugenia Leticia Espinosa Rivas,Mayoria Relativa,1961-11-28,Guadalupe Monserrat Mendoza Cano,Guanajuato,Distrito:14
sfab_guanajuato,sergiofernandoascenciobarba_guanajuato,Dip. Sergio Fernando Ascencio Barba,Mayoria Relativa,1977-12-09,Ricardo Andres Herrejon Catala,Guanajuato,Distrito:15
vamw_guerrero,victoradolfomojicawences_guerrero,Dip. Victor Adolfo Mojica Wences,Mayoria Relativa,1958-03-24,Mario Hector Mojica Escalante,Guerrero,Distrito:1
aom_guerrero,araceliocampomanzanares_guerrero,Dip. Araceli Ocampo Manzanares,Mayoria Relativa,1972-10-15,Elizabeth Figueroa Elguera,Guerrero,Distrito:2
mdccl_guerrero,ma.delcarmencabreralagunas_guerrero,Dip. Ma. del Carmen Cabrera Lagunas (LICENCIA),Mayoria Relativa,1971-12-30,Coyolxauhqui Soria Morales(en funciones),Guerrero,Distrito:3
alr_guerrero,abelinalopezrodriguez_guerrero,Dip. Abelina Lopez Rodriguez (LICENCIA),Mayoria Relativa,1965-09-23,Leticia Lozano Zavala(en funciones),Guerrero,Distrito:4
jms_guerrero,javiermanzanosalazar_guerrero,Dip. Javier Manzano Salazar,Mayoria Relativa,1963-06-05,Fredy de Jesus Castro Guevara,Guerrero,Distrito:5
rgg_guerrero,raymundogarciagutierrez_guerrero,Dip. Raymundo Garcia Gutierrez (LICENCIA),Mayoria Relativa,1963-07-04,Jorge Casarrubias Vazquez(en funciones),Guerrero,Distrito:6
csb_guerrero,carlossanchezbarrios_guerrero,Dip. Carlos Sanchez Barrios,Mayoria Relativa,1957-08-17,Bulmaro Muniz Olmedo,Guerrero,Distrito:7
rcg_guerrero,rubencayetanogarcia_guerrero,Dip. Ruben Cayetano Garcia,Mayoria Relativa,1969-08-10,Gregorio Ruano Alcaraz,Guerrero,Distrito:8
mdrmg_guerrero,mariadelrosariomerlingarcia_guerrero,Dip. Maria del Rosario Merlin Garcia (LICENCIA),Mayoria Relativa,1964-11-01,Joaquina Hernandez Aguero(en funciones),Guerrero,Distrito:9
frc_hidalgo,fortunatoriveracastillo_hidalgo,Dip. Fortunato Rivera Castillo,Mayoria Relativa,1955-11-17,Gelacio Velazquez Hernandez,Hidalgo,Distrito:1
ccp_hidalgo,ciprianocharrezpedraza_hidalgo,Dip. Cipriano Charrez Pedraza (LICENCIA),Mayoria Relativa,1970-09-16,Gustavo Callejas Romero(en funciones),Hidalgo,Distrito:2
sob_hidalgo,simeyolverabautista_hidalgo,Dip. Simey Olvera Bautista,Mayoria Relativa,1983-08-20,Carina Lopez Ayala,Hidalgo,Distrito:3
miam_hidalgo,mariaisabelalfaromorales_hidalgo,Dip. Maria Isabel Alfaro Morales,Mayoria Relativa,1966-02-24,Ma. Guadalupe Loredo Gonzales,Hidalgo,Distrito:4
jcam_hidalgo,juliocesarangelesmendoza_hidalgo,Dip. Julio Cesar Angeles Mendoza,Mayoria Relativa,1971-10-24,Luis Eduardo Duran Garcia,Hidalgo,Distrito:5
lga_hidalgo,lidiagarciaanaya_hidalgo,Dip. Lidia Garcia Anaya,Mayoria Relativa,1957-10-31,Maria de la Luz Rubio Gonzalez,Hidalgo,Distrito:6
jti_hidalgo,jannettellezinfante_hidalgo,Dip. Jannet Tellez Infante,Mayoria Relativa,1979-01-08,Flora Cervantes Reyes,Hidalgo,Distrito:7
err_jalisco,eduardoronramos_jalisco,Dip. Eduardo Ron Ramos (LICENCIA),Mayoria Relativa,1975-02-24,Luis Enrique Vargas Diaz(en funciones),Jalisco,Distrito:1
merc_jalisco,marthaestelaromocuellar_jalisco,Dip. Martha Estela Romo Cuellar,Mayoria Relativa,1985-03-14,Maria del Refugio Oros Reyes,Jalisco,Distrito:2
grr_jalisco,guadaluperomoromo_jalisco,Dip. Guadalupe Romo Romo,Mayoria Relativa,1962-03-22,Marco Antonio Isaac Gonzalez,Jalisco,Distrito:3
marc_jalisco,marioalbertorodriguezcarrillo_jalisco,Dip. Mario Alberto Rodriguez Carrillo,Mayoria Relativa,1967-03-14,Salvador Garcia Arenas,Jalisco,Distrito:4
ldsja_jalisco,lorenadelsocorrojimenezandrade_jalisco,Dip. Lorena del Socorro Jimenez Andrade,Mayoria Relativa,1959-10-21,Ma. Esperanza Ortiz Rodriguez,Jalisco,Distrito:5
frglh_jalisco,fabiolaraquelguadalupeloyahernandez_jalisco,Dip. Fabiola Raquel Guadalupe Loya Hernandez,Mayoria Relativa,1974-11-05,Elsa Noemi Mayorga Ochoa,Jalisco,Distrito:6
jcvs_jalisco,juancarlosvillarrealsalazar_jalisco,Dip. Juan Carlos Villarreal Salazar (LICENCIA),Mayoria Relativa,1974-08-11,Jose Carlos Marroquin Gomez(en funciones),Jalisco,Distrito:7
aap_jalisco,abrilalcalapadilla_jalisco,Dip. Abril Alcala Padilla (LICENCIA),Mayoria Relativa,1979-04-28,Susana Priscila Alvarez Hernandez(en funciones),Jalisco,Distrito:8
cjpg_jalisco,carmenjuliaprudenciogonzalez_jalisco,Dip. Carmen Julia Prudencio Gonzalez,Mayoria Relativa,1977-06-30,Irene Garcia Martinez,Jalisco,Distrito:9
gihv_jalisco,geraldinaisabelherreravega_jalisco,Dip. Geraldina Isabel Herrera Vega,Mayoria Relativa,1963-04-24,Paz Rebeca Padilla Jimenez,Jalisco,Distrito:10
kake_jalisco,kehilaabigailkuescalante_jalisco,Dip. Kehila Abigail Ku Escalante (LICENCIA),Mayoria Relativa,1985-09-02,Irma Sanchez Manzo(en funciones),Jalisco,Distrito:11
agmo_jalisco,adrianagabrielamedinaortiz_jalisco,Dip. Adriana Gabriela Medina Ortiz,Mayoria Relativa,1979-06-25,Maria Asencion Alvarez Solis,Jalisco,Distrito:12
lccg_jalisco,lourdesceleniacontrerasgonzalez_jalisco,Dip. Lourdes Celenia Contreras Gonzalez (LICENCIA),Mayoria Relativa,1984-12-29,Violeta Mariana Parra Garcia(en funciones),Jalisco,Distrito:13
jfrs_jalisco,juanfranciscoramirezsalcido_jalisco,Dip. Juan Francisco Ramirez Salcido (LICENCIA),Mayoria Relativa,1969-03-25,Humberto Ramon Jarero Cornejo(en funciones),Jalisco,Distrito:14
ago_jalisco,absalongarciaochoa_jalisco,Dip. Absalon Garcia Ochoa,Mayoria Relativa,1971-09-23,Francisco Perales Jacobo,Jalisco,Distrito:15
lips_jalisco,lauraimeldaperezsegura_jalisco,Dip. Laura Imelda Perez Segura,Mayoria Relativa,1980-05-30,Socorro Lopez Martinez,Jalisco,Distrito:16
jmec_jalisco,juanmartinespinozacardenas_jalisco,Dip. Juan Martin Espinoza Cardenas,Mayoria Relativa,1972-07-11,Santiago Ledezma Orozco,Jalisco,Distrito:17
mal_jalisco,monicaalmeidalopez_jalisco,Dip. Monica Almeida Lopez (LICENCIA),Mayoria Relativa,1970-04-03,Karem Zobeida Vargas Pelayo(en funciones),Jalisco,Distrito:18
aeg_jalisco,albertoesquergutierrez_jalisco,Dip. Alberto Esquer Gutierrez (LICENCIA),Mayoria Relativa,1978-11-07,Higinio Del Toro Perez,Jalisco,Distrito:19
apgg_jalisco,anapriscilagonzalezgarcia_jalisco,Dip. Ana Priscila Gonzalez Garcia (LICENCIA),Mayoria Relativa,1984-05-13,Maria del Refugio Alvarado Romo(en funciones),Jalisco,Distrito:20
rac_mexico,ricardoaguilarcastillo_mexico,Dip. Ricardo Aguilar Castillo,Mayoria Relativa,1970-08-05,Rogelio Enrique Valdez Valdez,Mexico,Distrito:1
dvg_mexico,dioniciavazquezgarcia_mexico,Dip. Dionicia Vazquez Garcia,Mayoria Relativa,1948-03-29,Elena Laura Flores Martinez,Mexico,Distrito:2
mtmm_mexico,mariateresamarumejia_mexico,Dip. Maria Teresa Maru Mejia,Mayoria Relativa,1958-10-29,Maria de Lourdes Rios Garcia,Mexico,Distrito:3
nmcg_mexico,nellyminervacarrascogodinez_mexico,Dip. Nelly Minerva Carrasco Godinez,Mayoria Relativa,1982-03-16,Rosario Cruz Salinas,Mexico,Distrito:4
ffp_mexico,franciscofavelapenunuri_mexico,Dip. Francisco Favela Penunuri,Mayoria Relativa,1955-04-15,Apolinar Zuniga Quijada,Mexico,Distrito:5
cga_mexico,carolinagarciaaguilar_mexico,Dip. Carolina Garcia Aguilar,Mayoria Relativa,1976-09-22,Karla Ivette Calva Aleman,Mexico,Distrito:6
xnzr_mexico,xochitlnashiellyzagalramirez_mexico,Dip. Xochitl Nashielly Zagal Ramirez (LICENCIA),Mayoria Relativa,1990-05-28,Laura Monica Guerra Navarro(en funciones),Mexico,Distrito:7
gcm_mexico,gustavocontrerasmontes_mexico,Dip. Gustavo Contreras Montes,Mayoria Relativa,1980-06-11,Guillermo Diaz Gonzalez Flores,Mexico,Distrito:8
ezs_mexico,eduardozarzosasanchez_mexico,Dip. Eduardo Zarzosa Sanchez (LICENCIA),Mayoria Relativa,1973-12-16,Jesus Wenceslao Rangel de la O(en funciones),Mexico,Distrito:9
adnr_mexico,almadelianavarreterivera_mexico,Dip. Alma Delia Navarrete Rivera,Mayoria Relativa,1972-07-29,Teresa Escobar Briones,Mexico,Distrito:10
mehp_mexico,mariaeugeniahernandezperez_mexico,Dip. Maria Eugenia Hernandez Perez,Mayoria Relativa,1961-03-20,Natalia Benitez Torres,Mexico,Distrito:11
fradll_mexico,feliperafaelarvizudelaluz_mexico,Dip. Felipe Rafael Arvizu De la Luz,Mayoria Relativa,1974-09-09,Pedro Antonio Vera Flores,Mexico,Distrito:12
medg_mexico,mariaelizabethdiazgarcia_mexico,Dip. Maria Elizabeth Diaz Garcia,Mayoria Relativa,1971-02-10,Gabriela Hernandez Cruz,Mexico,Distrito:13
cadv_mexico,claudiaangelicadominguezvazquez_mexico,Dip. Claudia Angelica Dominguez Vazquez,Mayoria Relativa,1977-09-13,Karla Paola Peniche Rodriguez,Mexico,Distrito:14
resbz_mexico,raulernestosanchezbarraleszavalza_mexico,Dip. Raul Ernesto Sanchez Barrales Zavalza,Mayoria Relativa,1971-12-19,Jose Francisco Lara Hernandez,Mexico,Distrito:15
