inic_edo,nom_edo,Nombre,tipo_elec,FechaNacimiento,edo,ent,Partido
mmr_oaxaca,maribelmartinezruiz_oaxaca,Maribel Martinez Ruiz,Representacion proporcional,30/10/1972,Oaxaca,Circunscripcion:3,
mrg_chiapas,maricruzroblerogordillo_chiapas,Maricruz Roblero Gordillo,Mayoria Relativa,26/10/1966,Chiapas,Distrito:13,
mdpao_baja california,marinadelpilaravilaolmeda_baja california,Marina del Pilar Avila Olmeda,Mayoria Relativa,19/10/1985,Baja California,Distrito:2,
mart_tamaulipas,marioalbertoramostamez_tamaulipas,Mario Alberto Ramos Tamez,Mayoria Relativa,03/04/1986,Tamaulipas,Distrito:5,
marc_jalisco,marioalbertorodriguezcarrillo_jalisco,Mario Alberto Rodriguez Carrillo,Mayoria Relativa,14/03/1967,Jalisco,Distrito:4,
mdc_ciudad de mexico,mariodelgadocarrillo_ciudad de mexico,Mario Delgado Carrillo,Mayoria Relativa,17/06/1972,Ciudad de Mexico,Distrito:13,
mimg_baja california,marioismaelmorenogil_baja california,Mario Ismael Moreno Gil,Mayoria Relativa,17/06/1948,Baja California,Distrito:5,
mmc_chihuahua,mariomatacarrasco_chihuahua,Mario Mata Carrasco,Mayoria Relativa,20/03/1962,Chihuahua,Distrito:5,
mazm_jalisco,marthaangelicazamudiomacias_jalisco,Martha Angelica Zamudio Macias,Representacion proporcional,24/02/1957,Jalisco,Circunscripcion:1,
megg_nayarit,marthaelenagarciagomez_nayarit,Martha Elena Garcia Gomez,Representacion proporcional,03/05/1945,Nayarit,Circunscripcion:1,
mege_aguascalientes,marthaelisagonzalezestrada_aguascalientes,Martha Elisa Gonzalez Estrada,Mayoria Relativa,29/01/1977,Aguascalientes,Distrito:3,
merc_jalisco,marthaestelaromocuellar_jalisco,Martha Estela Romo Cuellar,Mayoria Relativa,14/03/1985,Jalisco,Distrito:2,
mhgc_coahuila,marthahortenciagaraycadena_coahuila,Martha Hortencia Garay Cadena,Mayoria Relativa,03/04/1955,Coahuila,Distrito:4,
mogv_durango,marthaoliviagarciavidana_durango,Martha Olivia Garcia Vidaña,Mayoria Relativa,04/05/1969,Durango,Distrito:1,
mprl_baja california,marthapatriciaramirezlucero_baja california,Martha Patricia Ramirez Lucero,Representacion proporcional,03/09/1952,Baja California,Circunscripcion:1,
mro_mexico,martharoblesortiz_mexico,Martha Robles Ortiz,Mayoria Relativa,25/04/1962,Mexico,Distrito:29,
mtm_ciudad de mexico,marthataglemartinez_ciudad de mexico,Martha Tagle Martinez,Representacion proporcional,26/11/1973,Ciudad de Mexico,Circunscripcion:4,
mcy_san luis potosi,martinacazarezyanez_san luis potosi,Martina Cazarez Yañez,Representacion proporcional,07/03/1970,San Luis Potosi,Circunscripcion:2,
mcbm_michoacan,marycarmenbernalmartinez_michoacan,Mary Carmen Bernal Martinez,Mayoria Relativa,24/08/1984,Michoacan,Distrito:3,
matg_ciudad de mexico,mauricioalonsotoledogutierrez_ciudad de mexico,Mauricio Alonso Toledo Gutierrez,Representacion proporcional,19/06/1980,Ciudad de Mexico,Circunscripcion:4,
m_sinaloa,maximiliano(deceso)ruizarias_sinaloa,Maximiliano,Mayoria Relativa,16/07/1946,Sinaloa,Distrito:1,
mac_ciudad de mexico,maximinoalejandrocandelaria_ciudad de mexico,Maximino Alejandro Candelaria,Representacion proporcional,08/01/1977,Ciudad de Mexico,Circunscripcion:4,
mnfz_coahuila,melbaneliafariaszambrano_coahuila,Melba Nelia Farias Zambrano,Mayoria Relativa,06/07/1955,Coahuila,Distrito:3,
mvs_sinaloa,meraryvillegassanchez_sinaloa,Merary Villegas Sanchez,Mayoria Relativa,20/04/1987,Sinaloa,Distrito:7,
mag_puebla,miguelacundogonzalez_puebla,Miguel Acundo Gonzalez,Mayoria Relativa,29/09/1961,Puebla,Distrito:1,
marb_chihuahua,miguelalonsoriggsbaeza_chihuahua,Miguel Alonso Riggs Baeza,Mayoria Relativa,27/10/1975,Chihuahua,Distrito:6,
mach_guanajuato,miguelangelchicoherrera_guanajuato,Miguel Angel Chico Herrera,Representacion proporcional,17/03/1961,Guanajuato,Circunscripcion:2,
majmdo_ciudad de mexico,miguelangeljaureguimontesdeoca_ciudad de mexico,Miguel Angel Jauregui Montes de Oca,Mayoria Relativa,19/02/1975,Ciudad de Mexico,Distrito:3,
mamg_jalisco,miguelangelmarquezgonzalez_jalisco,Miguel Angel Marquez Gonzalez,Representacion proporcional,21/10/1962,Jalisco,Circunscripcion:1,
mpjv_nayarit,miguelpaveljarerovelazquez_nayarit,Miguel Pavel Jarero Velazquez,Mayoria Relativa,19/10/1977,Nayarit,Distrito:1,
mpdls_chiapas,miguelpradodelossantos_chiapas,Miguel Prado de los Santos,Mayoria Relativa,19/01/1984,Chiapas,Distrito:7,
mcav_quintana roo,mildredconcepcionavilavera_quintana roo,Mildred Concepcion Avila Vera,Mayoria Relativa,05/12/1965,Quintana Roo,Distrito:3,
mcpm_nayarit,miriamcitlallyperezmackintosh_nayarit,Miriam Citlally Perez Mackintosh,Representacion proporcional,20/11/1967,Nayarit,Circunscripcion:1,
mzmt_zacatecas,mirnazabeidamaldonadotapia_zacatecas,Mirna Zabeida Maldonado Tapia,Mayoria Relativa,13/05/1969,Zacatecas,Distrito:1,
mcm_mexico,miroslavacarrillomartinez_mexico,Miroslava Carrillo Martinez,Mayoria Relativa,05/05/1973,Mexico,Distrito:34,
msg_coahuila,miroslavasanchezgalvan_coahuila,Miroslava Sanchez Galvan,Representacion proporcional,10/08/1957,Coahuila,Circunscripcion:2,
miva_nayarit,mirthailianavillalvazoamaya_nayarit,Mirtha Iliana Villalvazo Amaya,Mayoria Relativa,02/12/1980,Nayarit,Distrito:3,
mimv_puebla,moisesignaciomiervelazco_puebla,Moises Ignacio Mier Velazco,Representacion proporcional,04/01/1961,Puebla,Circunscripcion:4,
mal_jalisco,monicaalmeidalopez_jalisco,Monica Almeida Lopez,Mayoria Relativa,03/04/1970,Jalisco,Distrito:18,
mbr_mexico,monicabautistarodriguez_mexico,Monica Bautista Rodriguez,Representacion proporcional,13/02/1976,Mexico,Circunscripcion:5,
ncrh_mexico,nancyclaudiaresendizhernandez_mexico,Nancy Claudia Resendiz Hernandez,Mayoria Relativa,19/12/1977,Mexico,Distrito:41,
nysm_sinaloa,nancyyadirasantiagomarcos_sinaloa,Nancy Yadira Santiago Marcos,Mayoria Relativa,04/05/1980,Sinaloa,Distrito:5,
nafc_ciudad de mexico,nayeliarlenfernandezcruz_ciudad de mexico,Nayeli Arlen Fernandez Cruz,Representacion proporcional,16/01/1984,Ciudad de Mexico,Circunscripcion:4,
nsb_puebla,nayelisalvatoribojalil_puebla,Nayeli Salvatori Bojalil,Mayoria Relativa,26/08/1985,Puebla,Distrito:10,
nmc_puebla,nellymacedacarrera_puebla,Nelly Maceda Carrera,Mayoria Relativa,05/02/1979,Puebla,Distrito:14,
nmcg_mexico,nellyminervacarrascogodinez_mexico,Nelly Carrasco Godinez,Mayoria Relativa,16/03/1982,Mexico,Distrito:4,
nah_tamaulipas,nohemialemanhernandez_tamaulipas,Nohemi Aleman Hernandez,Representacion proporcional,03/02/1982,Tamaulipas,Circunscripcion:2,
narz_veracruz,normaazucenarodriguezzamora_veracruz,Norma Azucena Rodriguez Zamora,Representacion proporcional,07/02/1986,Veracruz,Circunscripcion:3,
ngs_aguascalientes,normaguelsaldivar_aguascalientes,Norma Guel Saldivar,Representacion proporcional,24/04/1981,Aguascalientes,Circunscripcion:2,
ocm_sinaloa,olegariacarrazcomacias_sinaloa,Olegaria Carrazco Macias,Mayoria Relativa,12/04/1960,Sinaloa,Distrito:6,
ojeg_tamaulipas,olgajulianaelizondoguerra_tamaulipas,Olga Juliana Elizondo Guerra,Mayoria Relativa,21/05/1965,Tamaulipas,Distrito:2,
opsr_tamaulipas,olgapatriciasosaruiz_tamaulipas,Olga Patricia Sosa Ruiz,Mayoria Relativa,22/09/1974,Tamaulipas,Distrito:8,
obv_san luis potosi,oscarbautistavillegas_san luis potosi,Oscar Bautista Villegas,Mayoria Relativa,06/02/1964,San Luis Potosi,Distrito:3,
odmt_morelos,oscardanielmartinezterrazas_morelos,Oscar Daniel Martinez Terrazas,Representacion proporcional,17/01/1986,Morelos,Circunscripcion:4,
ogy_mexico,oscargonzalezyanez_mexico,Oscar Gonzalez Yañez,Mayoria Relativa,06/10/1964,Mexico,Distrito:27,
ornm_zacatecas,oscarrafaelnovellamacias_zacatecas,Oscar Rafael Novella Macias,Representacion proporcional,12/10/1984,Zacatecas,Circunscripcion:2,
pga_ciudad de mexico,pablogomezalvarez_ciudad de mexico,Pablo Gomez Alvarez,Mayoria Relativa,21/10/1946,Ciudad de Mexico,Distrito:23,
pgab_campeche,pabloguillermoangulobriceno_campeche,Pablo Guillermo Angulo Briceño,Representacion proporcional,01/08/1990,Campeche,Circunscripcion:3,
pta_veracruz,paolatenorioadame_veracruz,Paola Tenorio Adame,Mayoria Relativa,20/04/1966,Veracruz,Distrito:19,
pdcdlcd_chiapas,patriciadelcarmendelacruzdelucio_chiapas,Patricia del Carmen De la Cruz Delucio,Representacion proporcional,21/06/1971,Chiapas,Circunscripcion:3,
ptb_chihuahua,patriciaterrazasbaca_chihuahua,Patricia Terrazas Baca,Representacion proporcional,26/09/1966,Chihuahua,Circunscripcion:1,
pdas_mexico,pedrodanielabasolosanchez_mexico,Pedro Daniel Abasolo Sanchez,Representacion proporcional,03/02/1991,Mexico,Circunscripcion:5,
pmzs_mexico,pedromariozentenosantaella_mexico,Pedro Mario Zenteno Santaella,Mayoria Relativa,13/09/1960,Mexico,Distrito:37,
pptv_nuevo leon,pedropablotrevinovillarreal_nuevo leon,Pedro Pablo Treviño Villarreal,Representacion proporcional,13/06/1972,Nuevo Leon,Circunscripcion:2,
plmd_nuevo leon,pilarlozanomacdonald_nuevo leon,Pilar Lozano Mac Donald,Representacion proporcional,10/10/1974,Nuevo Leon,Circunscripcion:2,
pml_ciudad de mexico,porfiriomunozledo_ciudad de mexico,Porfirio Muñoz Ledo,Representacion proporcional,23/07/1933,Ciudad de Mexico,Circunscripcion:4,
rhv_veracruz,rafaelhernandezvillalpando_veracruz,Rafael Hernandez Villalpando,Mayoria Relativa,08/11/1947,Veracruz,Distrito:10,
rbh_veracruz,raquelbonillaherrera_veracruz,Raquel Bonilla Herrera,Mayoria Relativa,17/03/1984,Veracruz,Distrito:5,
resbz_mexico,raulernestosanchezbarraleszavalza_mexico,Raul Ernesto Sanchez Barrales Zavalza,Mayoria Relativa,19/12/1971,Mexico,Distrito:15,
rgg_nuevo leon,raulgraciaguzman_nuevo leon,Raul Gracia Guzman,Representacion proporcional,20/02/1975,Nuevo Leon,Circunscripcion:2,
rgg_guerrero,raymundogarciagutierrez_guerrero,Raymundo Garcia Gutierrez,Mayoria Relativa,04/07/1963,Guerrero,Distrito:6,
rsf_michoacan,reginaldosandovalflores_michoacan,Reginaldo Sandoval Flores,Representacion proporcional,14/05/1967,Michoacan,Circunscripcion:5,
rjc_guerrero,renejuarezcisneros_guerrero,Rene Juarez Cisneros,Representacion proporcional,08/06/1956,Guerrero,Circunscripcion:4,
rcao_michoacan,reynacelesteascencioortega_michoacan,Reyna Celeste Ascensio Ortega,Representacion proporcional,05/01/1993,Michoacan,Circunscripcion:5,
rac_mexico,ricardoaguilarcastillo_mexico,Ricardo Aguilar Castillo,Mayoria Relativa,05/08/1970,Mexico,Distrito:1,
rdlpm_tabasco,ricardodelapenamarshall_tabasco,Ricardo De la Peña Marshall,Mayoria Relativa,17/02/1964,Tabasco,Distrito:6,
rfs_nuevo leon,ricardofloressuarez_nuevo leon,Ricardo Flores Suarez,Mayoria Relativa,05/08/1977,Nuevo Leon,Distrito:4,
rfez_veracruz,ricardofranciscoexsomezapata_veracruz,Ricardo Francisco Exsome Zapata,Mayoria Relativa,28/09/1963,Veracruz,Distrito:4,
rge_veracruz,ricardogarciaescalante_veracruz,Ricardo Garcia Escalante,Mayoria Relativa,02/05/1981,Veracruz,Distrito:1,
rvg_guanajuato,ricardovillarrealgarcia_guanajuato,Ricardo Villareal Garcia,Mayoria Relativa,12/04/1981,Guanajuato,Distrito:2,
radr_mexico,robertoangeldominguezrodriguez_mexico,Roberto Angel Dominguez Rodriguez,Mayoria Relativa,27/01/1980,Mexico,Distrito:28,
rarm_chiapas,robertoantoniorubiomontejo_chiapas,Roberto Antonio Rubio Montejo,Mayoria Relativa,20/04/1977,Chiapas,Distrito:11,
rbb_ciudad de mexico,rociobarrerabadillo_ciudad de mexico,Rocio Barrera Badillo,Mayoria Relativa,01/10/1976,Ciudad de Mexico,Distrito:11,
rdpvm_ciudad de mexico,rociodelpilarvillarauzmartinez_ciudad de mexico,Rocio del Pilar Villarauz Martinez,Representacion proporcional,12/12/1977,Ciudad de Mexico,Circunscripcion:4,
rcs_veracruz,rodrigocalderonsalas_veracruz,Rodrigo Calderon Salas,Mayoria Relativa,05/04/1958,Veracruz,Distrito:7,
rh_yucatan,rogerherve(deceso)aguilarsalazar(protestapendiente)_yucatan,Roger Herve,Mayoria Relativa,12/09/1938,Yucatan,Distrito:3,
rlrv_chiapas,roqueluisrabelovelasco_chiapas,Roque Luis Rabelo Velasco,Mayoria Relativa,12/08/1944,Chiapas,Distrito:4,
rvc_veracruz,rosalbavalenciacruz_veracruz,Rosalba Valencia Cruz,Representacion proporcional,25/07/1965,Veracruz,Circunscripcion:3,
rdf_oaxaca,rosalindadominguezflores_oaxaca,Rosalinda Dominguez Flores,Mayoria Relativa,06/09/1970,Oaxaca,Distrito:7,
rcg_guerrero,rubencayetanogarcia_guerrero,Ruben Cayetano Garcia,Mayoria Relativa,10/08/1969,Guerrero,Distrito:8,
rimv_coahuila,rubenignaciomoreiravaldez_coahuila,Ruben Ignacio Moreira Valdez,Representacion proporcional,18/04/1963,Coahuila,Circunscripcion:2,
rta_tlaxcala,rubenteranaguila_tlaxcala,Ruben Teran Aguila,Mayoria Relativa,09/08/1981,Tlaxcala,Distrito:2,
rsr_mexico,ruthsalinasreyes_mexico,Ruth Salinas Reyes,Representacion proporcional,19/02/1985,Mexico,Circunscripcion:5,
scm_morelos,samuelcalderonmedina_morelos,Samuel Calderon Medina,Representacion proporcional,27/12/1951,Morelos,Circunscripcion:4,
shc_zacatecas,samuelherrerachavez_zacatecas,Samuel Herrera Chavez,Mayoria Relativa,17/09/1954,Zacatecas,Distrito:4,
spgc_nuevo leon,sandrapaolagonzalezcastaneda_nuevo leon,Sandra Paola Gonzalez Castañeda,Mayoria Relativa,31/03/1979,Nuevo Leon,Distrito:12,
sgs_nuevo leon,santiagogonzalezsoto_nuevo leon,Santiago Gonzalez Soto,Mayoria Relativa,25/06/1961,Nuevo Leon,Distrito:5,
snc_guanajuato,sarainunezceron_guanajuato,Sarai Nuñez Ceron,Mayoria Relativa,17/04/1979,Guanajuato,Distrito:12,
sab_chihuahua,sebastianaguilerabrenes_chihuahua,Sebastian Aguilera Brenes,Representacion proporcional,10/06/1995,Chihuahua,Circunscripcion:1,
sfab_guanajuato,sergiofernandoascenciobarba_guanajuato,Sergio Fernando Ascencio Barba,Mayoria Relativa,09/12/1977,Guanajuato,Distrito:15,
smb_ciudad de mexico,sergiomayerbreton_ciudad de mexico,Sergio Mayer Breton,Mayoria Relativa,21/05/1966,Ciudad de Mexico,Distrito:6,
sph_mexico,sergioperezhernandez_mexico,Sergio Perez Hernandez,Representacion proporcional,08/10/1977,Mexico,Circunscripcion:5,
sgu_tlaxcala,silvanogarayulloa_tlaxcala,Silvano Garay Ulloa,Representacion proporcional,10/02/1959,Tlaxcala,Circunscripcion:4,
sggg_coahuila,silviaguadalupegarzagalvan_coahuila,Silvia Guadalupe Garza Galvan,Representacion proporcional,05/07/1962,Coahuila,Circunscripcion:2,
slva_ciudad de mexico,silvialorenavillavicencioayala_ciudad de mexico,Silvia Lorena Villavicencio Ayala,Mayoria Relativa,12/06/1964,Ciudad de Mexico,Distrito:16,
sob_hidalgo,simeyolverabautista_hidalgo,Sandra Simey Olvera Bautista,Mayoria Relativa,20/08/1983,Hidalgo,Distrito:3,
sbj_mexico,socorrobahenajimenez_mexico,Socorro Bahena Jimenez,Representacion proporcional,10/08/1988,Mexico,Circunscripcion:5,
siag_baja california,socorroirmaandazolagomez_baja california,Socorro Irma Andazola Gomez,Mayoria Relativa,22/09/1964,Baja California,Distrito:4,
sra_queretaro,soniarochaacosta_queretaro,Sonia Rocha Acosta,Mayoria Relativa,30/03/1978,Queretaro,Distrito:1,
spm_tabasco,sorayaperezmunguia_tabasco,Soraya Perez Munguia,Representacion proporcional,27/09/1977,Tabasco,Circunscripcion:3,
sbcs_puebla,susanabeatrizcuaxiloaserrano_puebla,Susana Beatriz Cuaxiloa Serrano,Representacion proporcional,19/01/1952,Puebla,Circunscripcion:4,
scg_mexico,susanacanogonzalez_mexico,Susana Cano Gonzalez,Representacion proporcional,02/06/1949,Mexico,Circunscripcion:5,
svgc_aguascalientes,sylviavioletagarfiascedillo_aguascalientes,Sylvia Violeta Garfias Cedillo,Representacion proporcional,29/03/1975,Aguascalientes,Circunscripcion:2,
tcc_sinaloa,tatianaclouthiercarrillo_sinaloa,Tatiana Clouthier Carrillo,Representacion proporcional,12/08/1964,Sinaloa,Circunscripcion:1,
tmgc_oaxaca,teofilomanuelgarciacorpus_oaxaca,Teofilo Manuel Garcia Corpus,Representacion proporcional,06/02/1958,Oaxaca,Circunscripcion:3,
tbc_tabasco,teresaburelocortazar_tabasco,Teresa Burelo Cortazar,Mayoria Relativa,01/03/1956,Tabasco,Distrito:2,
tdjvm_chihuahua,teresitadejesusvargasmeraz_chihuahua,Teresita de Jesus Vargas Meraz,Mayoria Relativa,16/12/1989,Chihuahua,Distrito:2,
ugs_chihuahua,ulisesgarciasoto_chihuahua,Ulises Garcia Soto,Mayoria Relativa,29/03/1987,Chihuahua,Distrito:4,
ums_mexico,ulisesmurguiasoto_mexico,Ulises Murguia Soto,Mayoria Relativa,09/07/1963,Mexico,Distrito:19,
vrl_veracruz,valentinreyeslopez_veracruz,Valentin Reyes Lopez,Mayoria Relativa,13/02/1952,Veracruz,Distrito:17,
vbjp_jalisco,veronicabeatrizjuarezpina_jalisco,Veronica Beatriz Juarez Piña,Representacion proporcional,28/09/1971,Jalisco,Circunscripcion:1,
vmsr_puebla,veronicamariasobradorodriguez_puebla,Veronica Maria Sobrado Rodriguez,Representacion proporcional,07/03/1970,Puebla,Circunscripcion:4,
vrc_jalisco,veronicaramoscruz_jalisco,Veronica Ramos Cruz,Representacion proporcional,01/05/1985,Jalisco,Circunscripcion:1,
vaov_mexico,vicentealbertoonofrevazquez_mexico,Vicente Alberto Onofre Vazquez,Mayoria Relativa,06/04/1969,Mexico,Distrito:33,
vjvo_tamaulipas,vicentejavierverasteguiostos_tamaulipas,Vicente Javier Verastegui Ostos,Mayoria Relativa,03/09/1963,Tamaulipas,Distrito:6,
vamw_guerrero,victoradolfomojicawences_guerrero,Victor Adolfo Mojica Wences,Mayoria Relativa,24/03/1958,Guerrero,Distrito:1,
vbl_oaxaca,victorblaslopez_oaxaca,Victor Blas Lopez,Representacion proporcional,09/08/1965,Oaxaca,Circunscripcion:3,
vgvl_ciudad de mexico,victorgabrielvarelalopez_ciudad de mexico,Victor Gabriel Varela Lopez,Mayoria Relativa,20/04/1973,Ciudad de Mexico,Distrito:22,
vmpd_nuevo leon,victormanuelperezdiaz_nuevo leon,Victor Manuel Perez Diaz,Representacion proporcional,01/06/1969,Nuevo Leon,Circunscripcion:2,
vmg_oaxaca,virginiamerinogarcia_oaxaca,Virginia Merino Garcia,Representacion proporcional,11/01/1986,Oaxaca,Circunscripcion:3,
xaz_san luis potosi,xavierazuarazuniga_san luis potosi,Xavier Azuara Zuñiga,Representacion proporcional,16/09/1979,San Luis Potosi,Circunscripcion:2,
xpdlm_colima,ximenapuentedelamora_colima,Ximena Puente De La Mora,Representacion proporcional,12/03/1977,Colima,Circunscripcion:5,
xnzr_mexico,xochitlnashiellyzagalramirez_mexico,Xochitl Nashielly Zagal Ramirez,Mayoria Relativa,28/05/1990,Mexico,Distrito:7,
ygb_michoacan,yolandaguerrerobarrera_michoacan,Yolanda Guerrero Barrera,Mayoria Relativa,21/02/1964,Michoacan,Distrito:5,
zov_veracruz,zairaochoavaldivia_veracruz,Zaira Ochoa Valdivia,Representacion proporcional,05/03/1973,Veracruz,Circunscripcion:3,
zara_chiapas,zoealejandrorobledoaburto_chiapas,Zoe Alejandro Robledo Aburto,Mayoria Relativa,09/01/1979,Chiapas,Distrito:6,
